sent_id,sentence,construction_type,n_words,n_variants,prev_valence,prev_arousal,prev_coverage,prev_n_matched,prev_sentence,dep_len_mean,info_status_mean,trigram_surprisal_mean,lstm_surprisal_mean,adaptive_surprisal_mean,lex_rept_surprisal_mean,pcfg_surprisal_mean,label
train-s9333,ब्यूरो के प्रयासों से अब तक देश भर में कई उद्योगों ने अपने परिसरों में बिजली बचाव के उपाय करके अपनी खपत को काफी कम किया है ।,SOV,28,99,-0.1068,0.5739,0.6471,11,बिजली संकट की भयावहता को देखते हुए केंद्र सरकार यह बिल्डिंग कानून बनाने जा रही है ।,1.4242,-0.9697,-21.9855,-10.0665,-11.5736,-21.9624,-3.5076,1
train-s9347,अपने पति के कई शतक उन्होंने होटल के कमरे में ही रहने के कारण मिस किए ।,DOSV,17,23,0.0664,0.4946,0.75,21,ब्यूरो के प्रयासों से अब तक देश भर में कई उद्योगों ने अपने परिसरों में बिजली बचाव के उपाय करके अपनी खपत को काफी कम किया है ।,-2.6087,-1.0435,3.4058,6.1791,6.8172,3.6234,1.0421,1
train-s935,अंधड़ और बारिश होने के साथ ही दक्षिण हरियाणा बिजली वितरण निगम ने लगभग पूरे शहर की बत्ती गुल कर दी ।,SOV,22,23,0.2275,0.4898,0.6,6,इससे लोगों को गर्मी से राहत मिली हुई थी ।,-9.913,0.0,-9.5162,-3.3564,-4.5485,-9.5162,-1.1148,1
train-s9350,इसलिए वह उन्हें बाहर लाने से डर रही हैं ।,SOV,10,99,0.099,0.4522,0.5882,10,अपने पति के कई शतक उन्होंने होटल के कमरे में ही रहने के कारण मिस किए ।,1.9596,-0.0303,-9.838,-6.9619,-9.1614,-9.838,-7.0946,1
train-s9354,लिहाजा समित के कारण उन्होंने वापस होटल लौटना ही ठीक समझा ।,SOV,12,99,-0.2901,0.641,0.3,3,इसलिए वह उन्हें बाहर लाने से डर रही हैं ।,0.9697,0.0101,-16.0788,-6.169,-8.8449,-18.0092,-3.8475,1
train-s9365,इस बारे में आईजी (कानून व्यवस्था) राज कनौजिया ने बताया कि आग सुबह लगभग तीन बजे लगी ।,SOV,20,1,0.1154,0.4209,0.5,6,लिहाजा समित के कारण उन्होंने वापस होटल लौटना ही ठीक समझा ।,5.0,2.0,0.7478,3.9813,4.3606,0.7478,-1.609,1
train-s9381,अपनी वापसी को उन्होंने तकनीकी मामला बताया और उसे राजनीति शुद्धता से जोड़ दिया ।,DOSV,15,5,0.087,0.5325,0.55,11,इस बारे में आईजी (कानून व्यवस्था) राज कनौजिया ने बताया कि आग सुबह लगभग तीन बजे लगी ।,-1.2,-1.2,-1.9391,1.2516,-0.0722,-1.8172,-0.5871,1
train-s9387,"उमा भारती सच बोलती हैं, पर उनका सच कभी कभी कूटनीति की सीमाएं लांघ जाता है ।",SOV,18,1,-0.0035,0.4764,0.6667,10,अपनी वापसी को उन्होंने तकनीकी मामला बताया और उसे राजनीति शुद्धता से जोड़ दिया ।,-1.0,0.0,-10.4869,-4.2237,-4.959,-10.4869,-1.4957,1
train-s9388,निलंबित होने के बाद से पहली बार भारती ने बाबूलाल गौर के बारे में कुछ कहा है ।,SOV,18,5,0.0741,0.4034,0.4444,8,"उमा भारती सच बोलती हैं, पर उनका सच कभी कभी कूटनीति की सीमाएं लांघ जाता है ।",-1.2,0.0,1.252,-1.738,0.53,0.3063,6.2886,1
train-s939,राष्ट्रीय जनतांत्रिक गठबंधन के संयोजक व जद यू नेता जॉर्ज फनॅडिस को आज यहां अस्पताल में एक महिला की मदद को कथित रूप से पांच सौ रुपये देना महंगा पड़ गया ।,SOV,32,99,0.0683,0.4747,0.7273,16,अंधड़ और बारिश होने के साथ ही दक्षिण हरियाणा बिजली वितरण निगम ने लगभग पूरे शहर की बत्ती गुल कर दी ।,-10.3535,0.0202,-24.7411,-18.9727,-18.9758,-24.7411,-2.4574,1
train-s940,चुनाव आचार संहिता का उल्लंघन मानते हुए जिला प्रशासन ने जॉर्ज व उनके कुछ साथियों पर वोटर को रिश्वत देने का मामला दर्ज कर लिया ।,SOV,26,99,0.0991,0.4557,0.75,24,राष्ट्रीय जनतांत्रिक गठबंधन के संयोजक व जद यू नेता जॉर्ज फनॅडिस को आज यहां अस्पताल में एक महिला की मदद को कथित रूप से पांच सौ रुपये देना महंगा पड़ गया ।,-9.303,0.0,-21.9547,-13.2394,-15.3127,-21.142,-6.3679,1
train-s9401,उन्होंने स्वयंनिर्मित लकड़ी की स्की बनाकर इसी स्की ढलान पर स्कीइंग करना सीखा था ।,SOV,15,23,-0.0845,0.5036,0.6111,11,निलंबित होने के बाद से पहली बार भारती ने बाबूलाल गौर के बारे में कुछ कहा है ।,1.0435,1.0435,-14.0534,-0.2169,0.6129,-14.0534,-3.6313,1
train-s941,जॉर्ज ने आरोपों को सरासर गलत बताया है ।,SOV,9,5,-0.1469,0.5263,0.5385,14,चुनाव आचार संहिता का उल्लंघन मानते हुए जिला प्रशासन ने जॉर्ज व उनके कुछ साथियों पर वोटर को रिश्वत देने का मामला दर्ज कर लिया ।,0.0,0.0,-17.457,-12.7396,-8.4291,-14.2067,-5.4827,1
train-s9423,प्रधानमंत्री मनमोहन सिंह ने इस घटना को दुर्भाग्यपूर्ण बताते हुए महाजन के जल्द स्वास्थ्य लाभ के लिए उनकी पत्नी रेखा को लिखा है ।,SOV,24,23,0.1657,0.5366,0.6667,10,उन्होंने स्वयंनिर्मित लकड़ी की स्की बनाकर इसी स्की ढलान पर स्कीइंग करना सीखा था ।,0.5217,0.0,-0.1098,-4.8943,-2.7861,-0.1098,-1.1229,1
train-s9424,कांग्रेस अध्यक्ष सोनिया गांधी ने भी महाजन की पत्नी रेखा को लिखे पत्र में कहा है कि वो इस घटना से स्तब्ध हैं ।,SOV,24,1,-0.0251,0.5035,0.5833,14,प्रधानमंत्री मनमोहन सिंह ने इस घटना को दुर्भाग्यपूर्ण बताते हुए महाजन के जल्द स्वास्थ्य लाभ के लिए उनकी पत्नी रेखा को लिखा है ।,2.0,0.0,-5.5708,-3.4961,-3.9829,-6.6906,1.2488,1
train-s9425,उन्होंने रेखा को भरोसा दिलाया है कि दुख की इस घड़ी में वह उनके परिवार के साथ हैं ।,SOV,19,5,-0.0139,0.5125,0.625,15,कांग्रेस अध्यक्ष सोनिया गांधी ने भी महाजन की पत्नी रेखा को लिखे पत्र में कहा है कि वो इस घटना से स्तब्ध हैं ।,0.0,1.2,-17.066,-12.5494,-13.7673,-19.8345,-5.6819,1
train-s9426,उन्होंने महाजन के जल्द स्वस्थ्य हो जाने की आशा व्यक्त की है ।,SOV,13,5,0.1477,0.4409,0.6842,13,उन्होंने रेखा को भरोसा दिलाया है कि दुख की इस घड़ी में वह उनके परिवार के साथ हैं ।,0.0,1.2,-23.9325,-15.1776,-16.2041,-15.4131,-6.9152,1
train-s9427,पूर्व प्रधानमंत्री अटल बिहारी वाजपेयी ने इस घटना पर गहरा दुख जताया है ।,SOV,14,5,0.1356,0.492,0.6154,8,उन्होंने महाजन के जल्द स्वस्थ्य हो जाने की आशा व्यक्त की है ।,-4.8,0.0,-26.3416,-19.0,-17.6062,-26.3338,-3.8759,1
train-s9431,भाजपा कार्यकर्ताओं ने अपने महासचिव के जल्द ठीक होने के लिए हनुमान चालीसा का पाठ शुरू कर दिया है ।,SOV,20,23,-0.2813,0.5038,0.6429,9,पूर्व प्रधानमंत्री अटल बिहारी वाजपेयी ने इस घटना पर गहरा दुख जताया है ।,-5.2174,0.0,-14.4423,-12.6894,-13.7776,-14.4423,-4.7976,1
train-s9436,महाजन को एक सक्षम नेता बताते हुए उन्होंने कहा है कि देश को उनके जैसे नेताओं की जरूरत है ।,SOV,20,1,0.006,0.5179,0.6,12,भाजपा कार्यकर्ताओं ने अपने महासचिव के जल्द ठीक होने के लिए हनुमान चालीसा का पाठ शुरू कर दिया है ।,-6.0,-2.0,-4.2363,-5.8531,-5.1611,-4.5359,0.1196,1
train-s9438,कंडोम अब बहुउपयोगी और बड़े काम की चीज बन गया है ।,SOV,12,5,0.1521,0.5127,0.6,12,महाजन को एक सक्षम नेता बताते हुए उन्होंने कहा है कि देश को उनके जैसे नेताओं की जरूरत है ।,6.0,-1.2,-6.6479,-3.2139,-3.6028,-6.6479,-0.2859,1
train-s9445,प्रो. रमाकांत की रिपोर्ट भारत में निःशुल्क कंडोम वितरण की पूरी व्यवस्था पर ही सवालिया निशान लगाती है ।,SOV,19,23,-0.0402,0.4449,0.75,9,कंडोम अब बहुउपयोगी और बड़े काम की चीज बन गया है ।,0.0,0.0,-17.1899,-17.7545,-19.3695,-16.0966,-1.8201,1
train-s9449,ठेकेदार निःशुल्क मिलने वाले इन कंडोम को काफी तादात में एकत्रित कर लेते है और उन्हें हाट मिक्स प्लांट में तारकोल मिश्रित बजरी में डाल देते है ।,SOV,28,23,0.1301,0.4921,0.6316,12,प्रो. रमाकांत की रिपोर्ट भारत में निःशुल्क कंडोम वितरण की पूरी व्यवस्था पर ही सवालिया निशान लगाती है ।,-1.5652,0.0,-9.1153,-6.7384,-9.313,-10.4752,-1.6951,1
train-s9455,उन्होंने कंडोम के सही उपयोग को प्रयोग में लाए जाने में बरती जाने वाली लापरवाही के लिए अशिक्षा व कंडोम के उपयोग के संबंध में भारतीय लोगों के मन में व्याप्त भ्रांतियों को भी जिम्मेदार बताया और इसको दूर करने के लिए जागरुकता कार्यक्रम के साथ ही शिक्षा में इसकी उपयोगिता व प्रयोग में लाने की जानकारी को शामिल किए जाने की वकालत भी की ।,SOV,66,99,0.0282,0.4951,0.5,14,ठेकेदार निःशुल्क मिलने वाले इन कंडोम को काफी तादात में एकत्रित कर लेते है और उन्हें हाट मिक्स प्लांट में तारकोल मिश्रित बजरी में डाल देते है ।,6.0505,1.0101,-14.7512,-7.6634,-6.5783,-18.1298,-5.9735,1
train-s946,उन्होंने आरोपों को झूठा करार दिया और कहा कि वह इसके जवाब में मामला दायर करेंगे ।,SOV,17,23,-0.3664,0.5368,0.4444,4,जॉर्ज ने आरोपों को सरासर गलत बताया है ।,-0.5217,1.0435,-27.3072,-19.2017,-20.027,-28.2592,-6.6151,1
train-s9466,सरकार की तरफ से मानव संसाधन विकास मंत्री अर्जुन सिंह ने कहा कि प्रधानमंत्री इस बारे में सदन को बता चुके हैं कि यह सौदा परस्पर सहयोग और आपसी आदान - प्रदान पर आधारित है ।,SOV,36,1,0.1085,0.5067,0.7121,47,उन्होंने कंडोम के सही उपयोग को प्रयोग में लाए जाने में बरती जाने वाली लापरवाही के लिए अशिक्षा व कंडोम के उपयोग के संबंध में भारतीय लोगों के मन में व्याप्त भ्रांतियों को भी जिम्मेदार बताया और इसको दूर करने के लिए जागरुकता कार्यक्रम के साथ ही शिक्षा में इसकी उपयोगिता व प्रयोग में लाने की जानकारी को शामिल किए जाने की वकालत भी की ।,3.0,0.0,-3.8406,-4.758,-2.1658,-3.8439,0.2295,1
train-s9473,टाडा कोर्ट ने मंगलवार को अंडरवर्ल्ड डॉन अबू सलेम का लिखित इकबालिया बयान पढ़ा ।,SOV,15,5,0.0622,0.543,0.6667,24,सरकार की तरफ से मानव संसाधन विकास मंत्री अर्जुन सिंह ने कहा कि प्रधानमंत्री इस बारे में सदन को बता चुके हैं कि यह सौदा परस्पर सहयोग और आपसी आदान - प्रदान पर आधारित है ।,6.0,0.0,-13.2863,-7.4042,-7.3008,-13.3192,-3.8882,1
train-s9475,टाडा जज पी. डी. कोडे ने इन लिफाफों को सलेम के वकील ओ. ए. सिद्दिकी और सरकारी वकील उज्जवल निकम की मौजूदगी में खोला ।,SOV,25,5,-0.0328,0.4914,0.5333,8,टाडा कोर्ट ने मंगलवार को अंडरवर्ल्ड डॉन अबू सलेम का लिखित इकबालिया बयान पढ़ा ।,9.6,0.0,1.0761,1.7146,-2.7469,-0.322,-0.7531,1
train-s948,इसके बाद लालू ने अपनी महारैली रद कर दी थी ।,SOV,11,23,0.0017,0.4985,0.4706,8,उन्होंने आरोपों को झूठा करार दिया और कहा कि वह इसके जवाब में मामला दायर करेंगे ।,-1.5652,1.0435,-8.939,-7.0942,-5.7073,-6.4456,-6.1712,1
train-s9489,उन्होंने राज्यसभा में आईएमडीटी एक्ट पर सुप्रीम कोर्ट के फैसले से उत्पन्न स्थिति पर कल और आज चली चर्चा के बाद सदस्यों द्वारा पूछे गये प्रश्नों के जवाब में यह बात कही ।,SOV,33,99,-0.0634,0.488,0.619,13,"बहरहाल, जांच एजेंसी के सूत्रों ने कहा है कि इकबालिया बयान के बाद सलेम सरकारी गवाह बन सकता है ।",23.8283,0.9899,-8.0905,-7.7162,-6.0822,-7.4177,-2.4896,1
train-s9497,सीमा पर बीएसएफ की अतिरिक्त टुकड़ियां तैनात करने के लिए भी सरकार प्रयासरत है ।,SOV,15,5,0.0617,0.5278,0.6061,20,उन्होंने राज्यसभा में आईएमडीटी एक्ट पर सुप्रीम कोर्ट के फैसले से उत्पन्न स्थिति पर कल और आज चली चर्चा के बाद सदस्यों द्वारा पूछे गये प्रश्नों के जवाब में यह बात कही ।,-12.0,0.0,-12.5213,-8.205,-7.663,-12.9579,-0.2662,1
train-s9500,इससे पूर्व चर्चा में भाग लेते हुए कलराज मिश्र ने कहा कि घुसपैठियों की बढ़ती संख्या देश की आंतरिक सुरक्षा के लिए गंभीर खतरा बन चुकी है ।,SOV,28,1,-0.03,0.518,0.6,9,सीमा पर बीएसएफ की अतिरिक्त टुकड़ियां तैनात करने के लिए भी सरकार प्रयासरत है ।,-4.0,0.0,0.2758,3.9971,5.6734,0.2758,-0.9888,1
train-s9503,अदालत ने इस मामले में जवाब देने के लिए सीबीआई को ६ दिसंबर तक का समय दिया है ।,SOV,19,23,-0.0296,0.5017,0.6786,19,इससे पूर्व चर्चा में भाग लेते हुए कलराज मिश्र ने कहा कि घुसपैठियों की बढ़ती संख्या देश की आंतरिक सुरक्षा के लिए गंभीर खतरा बन चुकी है ।,2.087,0.0,-9.5295,-6.178,-5.5984,-9.5066,-4.0365,1
train-s9504,जस्टिस नरेंद्र राय और जस्टिस नवीन सिन्हा की खंडपीठ ने यह आदेश एक जनहित याचिका पर सुनवाई करते हुए दिया ।,SOV,21,5,0.0494,0.5074,0.6316,12,अदालत ने इस मामले में जवाब देने के लिए सीबीआई को ६ दिसंबर तक का समय दिया है ।,-3.6,0.0,4.0647,0.6365,0.4414,3.5763,2.3021,1
train-s9506,याची के वकील ने आरोप लगाया कि खाद के सप्लायर्स की केंद्र सरकार के अफसरों से सांठगांठ थी ।,SOV,19,1,-0.0313,0.5258,0.4762,10,जस्टिस नरेंद्र राय और जस्टिस नवीन सिन्हा की खंडपीठ ने यह आदेश एक जनहित याचिका पर सुनवाई करते हुए दिया ।,-3.0,0.0,-28.4915,-21.2529,-17.3411,-28.4915,-7.5899,1
train-s9512,भाजपा प्रवक्ता विजय कुमार मल्होत्रा ने मंगलवार को यहां कहा कि उनकी पार्टी वेतन बोर्ड की मांग को लेकर पहली मार्च को हड़ताल का आह्वान करने वाले केंद्रीय कर्मचारियों के साथ है ।,SOV,33,5,-0.0583,0.5206,0.6316,12,याची के वकील ने आरोप लगाया कि खाद के सप्लायर्स की केंद्र सरकार के अफसरों से सांठगांठ थी ।,-6.0,0.0,-9.1043,-7.9854,-9.0072,-9.1007,-1.5774,1
train-s9519,दोनापाउला में राजीव गांधी आईटी हैबिटैट के शिलान्यास कार्यक्रम के दौरान सोनिया ने कहा कि इसका इस्तेमाल देश में सामाजिक परिवर्तन के लिए प्रमुख साधन के रूप में किया जाएगा ।,SOV,31,5,0.0971,0.4809,0.5758,19,भाजपा प्रवक्ता विजय कुमार मल्होत्रा ने मंगलवार को यहां कहा कि उनकी पार्टी वेतन बोर्ड की मांग को लेकर पहली मार्च को हड़ताल का आह्वान करने वाले केंद्रीय कर्मचारियों के साथ है ।,0.0,0.0,-7.0315,-4.5435,-7.068,-6.6791,-1.4562,1
train-s9523,गोवा की अपनी दो दिवसीय यात्रा के समापन पर उन्होंने कहा कि जवाहर लाल नेहरू व इंदिरा गांधी के प्रयासों के चलते देश में ढांचागत सुविधाओं की स्थापना हुई और इसके चलते राजीव के आईटी अभियान को सफलता मिली ।,SOV,40,1,0.0768,0.5081,0.5484,17,दोनापाउला में राजीव गांधी आईटी हैबिटैट के शिलान्यास कार्यक्रम के दौरान सोनिया ने कहा कि इसका इस्तेमाल देश में सामाजिक परिवर्तन के लिए प्रमुख साधन के रूप में किया जाएगा ।,-8.0,-2.0,2.7697,-4.8953,-4.866,2.7902,-1.5036,1
train-s9528,"साक्षरता की ऊंची दर, कुशल श्रमशक्ति व सामाजिक भाईचारे की पुरानी परंपरा के चलते गोवा आईटी क्षेत्र में भी कामयाबी हासिल करेगा ।",SOV,24,99,0.1804,0.5175,0.5,20,गोवा की अपनी दो दिवसीय यात्रा के समापन पर उन्होंने कहा कि जवाहर लाल नेहरू व इंदिरा गांधी के प्रयासों के चलते देश में ढांचागत सुविधाओं की स्थापना हुई और इसके चलते राजीव के आईटी अभियान को सफलता मिली ।,-26.3737,0.0,-26.6872,-14.3415,-15.4098,-19.9349,-4.815,1
train-s9534,इस मौके पर स्थानीय नेताओं और पुलिस कर्मियों ने आतंकी हमले से जुड़े विभिन्न मुद्दों पर आडवाणी को जानकारी दी ।,SOV,21,99,0.2545,0.4925,0.6667,16,"साक्षरता की ऊंची दर, कुशल श्रमशक्ति व सामाजिक भाईचारे की पुरानी परंपरा के चलते गोवा आईटी क्षेत्र में भी कामयाबी हासिल करेगा ।",-8.2525,0.0,-16.4748,-11.2031,-7.6723,-15.6791,-4.4454,1
train-s9535,आडवाणी और अन्य नेताओं का स्वागत करने के लिए करीब सौ पार्टी कार्यकर्ता मंदिर में मौजूद थे ।,SOV,18,23,-0.1139,0.5616,0.619,13,इस मौके पर स्थानीय नेताओं और पुलिस कर्मियों ने आतंकी हमले से जुड़े विभिन्न मुद्दों पर आडवाणी को जानकारी दी ।,-13.5652,0.0,-12.1238,-6.0549,-6.6924,-8.7386,-2.2531,1
train-s9538,दिल्ली में सत्यम व लिबर्टी सिनेमा में बीती रात विस्फोट के बाद सिनेमा हॉल मालिकों और डिस्ट्रीब्यूटरों ने यह कदम उठाया है ।,SOV,23,23,0.1586,0.4862,0.6111,11,आडवाणी और अन्य नेताओं का स्वागत करने के लिए करीब सौ पार्टी कार्यकर्ता मंदिर में मौजूद थे ।,-9.3913,0.0,-14.0282,-11.7186,-12.1904,-14.0651,-2.8473,1
train-s955,जबकि बिहार कांग्रेस कमेटी के अध्यक्ष रामजतन सिन्हा ने फनॅडिस को आदतन भ्रष्ट करार दिया ।,SOV,16,99,-0.1602,0.4666,0.3636,4,इसके बाद लालू ने अपनी महारैली रद कर दी थी ।,-10.8485,0.0,-22.4492,-16.24,-15.99,-21.7011,-7.3861,1
train-s9551,महाराष्ट्र सरकार ने सोमवार की देर रात हुए इस हादसे की जांच के आदेश दे दिए हैं ।,SOV,18,1,0.0397,0.5318,0.6522,15,दिल्ली में सत्यम व लिबर्टी सिनेमा में बीती रात विस्फोट के बाद सिनेमा हॉल मालिकों और डिस्ट्रीब्यूटरों ने यह कदम उठाया है ।,8.0,0.0,-27.6611,-21.865,-18.4287,-27.6611,-4.8192,1
train-s9555,मौके पर पहुंचे मुख्यमंत्री विलासराव देशमुख ने पीडब्लूडी के मुख्य इंजीनियर को हादसे की जांच के आदेश दे दिए हैं ।,SOV,21,5,-0.0363,0.4902,0.6111,11,महाराष्ट्र सरकार ने सोमवार की देर रात हुए इस हादसे की जांच के आदेश दे दिए हैं ।,-2.4,0.0,-15.5149,-4.819,-12.1728,-12.443,-4.1833,1
train-s9561,देश में नाबालिग लड़कियों और महिलाओं की तस्करी में आ रही तेजी पर गंभीर चिंता जताते हुए सुप्रीम कोर्ट ने सबसे अधिक प्रभावित सात राज्यों से पूछा है कि वे इस समस्या से निपटने के लिए क्या कर रहे हैं ।,SOV,41,5,0.0134,0.5107,0.5238,11,मौके पर पहुंचे मुख्यमंत्री विलासराव देशमुख ने पीडब्लूडी के मुख्य इंजीनियर को हादसे की जांच के आदेश दे दिए हैं ।,-13.2,0.0,-2.1564,-3.0518,-4.0418,-2.1564,-1.2007,1
train-s9564,खंडपीठ ने इन राज्यों के मुख्य सचिवों से कहा है कि वे छह सप्ताह के भीतर इस मामले में विस्तृत जवाब दाखिल करें ।,SOV,24,1,0.0001,0.5659,0.6829,28,देश में नाबालिग लड़कियों और महिलाओं की तस्करी में आ रही तेजी पर गंभीर चिंता जताते हुए सुप्रीम कोर्ट ने सबसे अधिक प्रभावित सात राज्यों से पूछा है कि वे इस समस्या से निपटने के लिए क्या कर रहे हैं ।,4.0,0.0,-1.6742,-0.8168,-0.6667,-1.6963,0.804,1
train-s9565,भारतीय जनता पार्टी अध्यक्ष लाल कृष्ण आडवाणी ने मंगलवार को कहा कि मुख्य विपक्षी दल की ओर से ब्लैंक चैक मिलने के बावजूद संसद के चालू सत्र में महिला आरक्षण विधेयक पेश करने में यूपीए सरकार की विफलता से इसको लेकर सरकार की प्रतिबद्धता का खुलासा हो गया है ।,SOV,50,1,0.0322,0.4755,0.625,15,खंडपीठ ने इन राज्यों के मुख्य सचिवों से कहा है कि वे छह सप्ताह के भीतर इस मामले में विस्तृत जवाब दाखिल करें ।,-6.0,0.0,-1.9138,-1.5981,1.4379,-1.9716,0.1261,1
train-s9566,भाजपा संसदीय दल के प्रवक्ता वी. के. मलहोत्रा ने यहां आडवाणी के हवाले से पत्रकारों से कहा कि पार्टी ने सरकार की ओर से सर्वसम्मति बनाने के किसी भी तरीके के लिए गृह मंत्री शिवराज पाटिल को अपना समर्थन जताया था ।,SOV,42,23,0.0953,0.5102,0.64,32,भारतीय जनता पार्टी अध्यक्ष लाल कृष्ण आडवाणी ने मंगलवार को कहा कि मुख्य विपक्षी दल की ओर से ब्लैंक चैक मिलने के बावजूद संसद के चालू सत्र में महिला आरक्षण विधेयक पेश करने में यूपीए सरकार की विफलता से इसको लेकर सरकार की प्रतिबद्धता का खुलासा हो गया है ।,-9.3913,-1.0435,7.1275,-0.6859,-1.1158,3.7259,0.9979,1
train-s957,शंकर रमन हत्याकांड की जांच कर रहे विशेष जांच दल सिट ने कनिष्ठ शंकराचार्य विजयेंद्र सरस्वती को रविवार दोपहर २.०० बजे उसके समक्ष पेश होने के लिए सम्मन भेजा है ।,SOV,31,23,-0.1391,0.5365,0.5,8,जबकि बिहार कांग्रेस कमेटी के अध्यक्ष रामजतन सिन्हा ने फनॅडिस को आदतन भ्रष्ट करार दिया ।,-14.6087,0.0,-9.2031,-5.9118,-3.8158,-9.2031,-2.3515,1
train-s9581,इसके बाद लोकसभा में पूर्व राष्ट्रपति नारायणन और वर्तमान सदस्य प्रकाश बापू वी. पाटिल के अलावा ११ पूर्व सदस्यों के निधन पर सदन ने श्रद्धांजलि अर्पित की ।,SOV,28,99,-0.0108,0.5172,0.5238,22,भाजपा संसदीय दल के प्रवक्ता वी. के. मलहोत्रा ने यहां आडवाणी के हवाले से पत्रकारों से कहा कि पार्टी ने सरकार की ओर से सर्वसम्मति बनाने के किसी भी तरीके के लिए गृह मंत्री शिवराज पाटिल को अपना समर्थन जताया था ।,-12.1818,1.0505,-29.717,-31.4551,-31.8114,-27.8351,-9.2042,1
train-s9582,"लोकसभा अध्यक्ष सोमनाथ चटर्जी ने नारायणन के निधन पर दुख जताते हुए उन्हें कुशल राजनेता, राजनयिक व गरीबों का दोस्त बताया ।",SOV,23,23,0.0451,0.4882,0.5714,16,इसके बाद लोकसभा में पूर्व राष्ट्रपति नारायणन और वर्तमान सदस्य प्रकाश बापू वी. पाटिल के अलावा ११ पूर्व सदस्यों के निधन पर सदन ने श्रद्धांजलि अर्पित की ।,1.5652,0.0,-8.2191,-8.2393,-9.9442,-3.7575,-3.6512,1
train-s959,पहले सिट ने विजयेंद्र को सुबह १०.०० बजे उसके समक्ष पेश होने के निर्देश दिए थे ।,SOV,17,23,0.0689,0.4771,0.5806,18,शंकर रमन हत्याकांड की जांच कर रहे विशेष जांच दल सिट ने कनिष्ठ शंकराचार्य विजयेंद्र सरस्वती को रविवार दोपहर २.०० बजे उसके समक्ष पेश होने के लिए सम्मन भेजा है ।,12.5217,0.0,-12.4967,-10.6727,-9.6332,-11.0624,-1.3371,1
train-s9599,दिल्ली और मुंबई के हवाई अड्डों के निजीकरण का विरोध कर रहे वाम दलों के सांसदों ने प्रधानमंत्री मनमोहन सिंह से इस पर रोक लगाने और हवाई अड्डा कर्मचारियों की ओर से दिए गए वैकल्पिक प्रस्ताव पर विचार करने को कहा ।,SOV,42,5,-0.0195,0.5019,0.4348,10,"लोकसभा अध्यक्ष सोमनाथ चटर्जी ने नारायणन के निधन पर दुख जताते हुए उन्हें कुशल राजनेता, राजनयिक व गरीबों का दोस्त बताया ।",2.4,0.0,-11.2642,-9.7797,-7.4286,-7.5159,-1.8395,1
train-s9600,माकपा नेता नीलोत्पल बसु के नेतृत्व में सांसदों ने प्रधानमंत्री को लिख कर कहा कि सरकार की यह पहल हमारे नजरिए में सीएमपी का उल्लंघन है ।,SOV,27,5,-0.0949,0.5364,0.5952,25,दिल्ली और मुंबई के हवाई अड्डों के निजीकरण का विरोध कर रहे वाम दलों के सांसदों ने प्रधानमंत्री मनमोहन सिंह से इस पर रोक लगाने और हवाई अड्डा कर्मचारियों की ओर से दिए गए वैकल्पिक प्रस्ताव पर विचार करने को कहा ।,-3.6,0.0,-11.8501,-1.7505,-2.2568,-8.545,1.4334,1
train-s9603,सांसदों ने प्रधानमंत्री से एएआई कर्मचारियों की ओर से वैकल्पिक प्रस्ताव पर चर्चा शुरू करने का अनुरोध किया है ।,SOV,20,23,0.1176,0.5398,0.6296,17,माकपा नेता नीलोत्पल बसु के नेतृत्व में सांसदों ने प्रधानमंत्री को लिख कर कहा कि सरकार की यह पहल हमारे नजरिए में सीएमपी का उल्लंघन है ।,10.9565,0.0,-17.7438,-15.3709,-14.3017,-12.0332,-5.0548,1
train-s9608,बिहार में पूर्व मध्य रेलवे के गया - कोडरमा सेक्शन पर बृहस्पतिवार सुबह नक्सलियों ने गुरुपा स्टेशन के निकट रेल लाइन को विस्फोट से उड़ा दिया ।,SOV,27,99,0.0151,0.5455,0.65,13,सांसदों ने प्रधानमंत्री से एएआई कर्मचारियों की ओर से वैकल्पिक प्रस्ताव पर चर्चा शुरू करने का अनुरोध किया है ।,-9.1212,0.0,-7.877,-7.6566,-6.4766,-7.7818,-1.4542,1
train-s9610,पिछले दो दिनों में दूसरी बार जिले में नक्सलियों ने रेलवे की संपत्ति को नुकसान पहुंचाया है ।,SOV,18,99,-0.0715,0.5214,0.6296,17,बिहार में पूर्व मध्य रेलवे के गया - कोडरमा सेक्शन पर बृहस्पतिवार सुबह नक्सलियों ने गुरुपा स्टेशन के निकट रेल लाइन को विस्फोट से उड़ा दिया ।,-4.4747,0.0,-35.0992,-11.7095,-12.7277,-30.0807,-4.0159,1
train-s9621,मुलाटोनू ने टेलीफोन से बताया कि म्यांमारी सैनिकों द्वारा एनएससीएन के ठिकानों पर रॉकेट और मोर्टार गोले दागे जा रहे हैं ।,SOV,22,1,0.0319,0.5096,0.6667,12,पिछले दो दिनों में दूसरी बार जिले में नक्सलियों ने रेलवे की संपत्ति को नुकसान पहुंचाया है ।,0.0,0.0,-4.5671,-2.1696,0.9668,-4.562,-0.9453,1
