dep_len_temperley,info_status_score,sentence_length,sent_id,variant_order,is_reference,deprel_sequence,type
19,0,17,train-s9920,"[9, 11, 7]",False,obj obl nsubj,variant
19,0,17,train-s9920,"[11, 7, 9]",False,obl nsubj obj,variant
19,0,17,train-s9920,"[11, 9, 7]",False,obl obj nsubj,variant
46,0,28,train-s9968,"[10, 12, 13]",True,nsubj obl obl,reference
46,0,28,train-s9968,"[10, 13, 12]",False,nsubj obl obl,variant
46,0,28,train-s9968,"[12, 13, 10]",False,obl obl nsubj,variant
46,0,28,train-s9968,"[13, 12, 10]",False,obl obl nsubj,variant
47,0,24,train-s10003,"[7, 12, 21]",True,nsubj obj obl,reference
47,0,24,train-s10003,"[7, 21, 12]",False,nsubj obl obj,variant
47,0,24,train-s10003,"[12, 7, 21]",False,obj nsubj obl,variant
47,0,24,train-s10003,"[12, 21, 7]",False,obj obl nsubj,variant
47,0,24,train-s10003,"[21, 7, 12]",False,obl nsubj obj,variant
47,0,24,train-s10003,"[21, 12, 7]",False,obl obj nsubj,variant
38,0,21,train-s10005,"[1, 7, 18]",True,nsubj iobj compound,reference
38,0,21,train-s10005,"[7, 1, 18]",False,iobj nsubj compound,variant
38,0,21,train-s10005,"[18, 1, 7]",False,compound nsubj iobj,variant
38,0,21,train-s10005,"[18, 7, 1]",False,compound iobj nsubj,variant
33,0,24,train-s10020,"[13, 18, 20]",True,nsubj obj xcomp,reference
33,0,24,train-s10020,"[13, 20, 18]",False,nsubj xcomp obj,variant
33,0,24,train-s10020,"[18, 20, 13]",False,obj xcomp nsubj,variant
33,0,24,train-s10020,"[20, 18, 13]",False,xcomp obj nsubj,variant
39,0,32,train-s10021,"[10, 15, 17]",True,nsubj obl compound,reference
39,0,32,train-s10021,"[10, 17, 15]",False,nsubj compound obl,variant
39,0,32,train-s10021,"[15, 17, 10]",False,obl compound nsubj,variant
39,0,32,train-s10021,"[17, 15, 10]",False,compound obl nsubj,variant
77,0,35,train-s10042,"[9, 18, 23]",True,obj obl nsubj,reference
77,0,35,train-s10042,"[9, 23, 18]",False,obj nsubj obl,variant
77,0,35,train-s10042,"[18, 9, 23]",False,obl obj nsubj,variant
77,0,35,train-s10042,"[18, 23, 9]",False,obl nsubj obj,variant
77,0,35,train-s10042,"[23, 9, 18]",False,nsubj obj obl,variant
77,0,35,train-s10042,"[23, 18, 9]",False,nsubj obl obj,variant
20,0,15,train-s10061,"[2, 5, 12]",True,nsubj obj compound,reference
20,0,15,train-s10061,"[5, 2, 12]",False,obj nsubj compound,variant
20,0,15,train-s10061,"[12, 2, 5]",False,compound nsubj obj,variant
20,0,15,train-s10061,"[12, 5, 2]",False,compound obj nsubj,variant
11,0,11,train-s10080,"[1, 5, 8]",True,nsubj obl obj,reference
11,0,11,train-s10080,"[1, 8, 5]",False,nsubj obj obl,variant
11,0,11,train-s10080,"[5, 1, 8]",False,obl nsubj obj,variant
11,0,11,train-s10080,"[5, 8, 1]",False,obl obj nsubj,variant
11,0,11,train-s10080,"[8, 1, 5]",False,obj nsubj obl,variant
11,0,11,train-s10080,"[8, 5, 1]",False,obj obl nsubj,variant
33,0,18,train-s10087,"[1, 9, 15]",True,nsubj advcl obj,reference
33,0,18,train-s10087,"[1, 15, 9]",False,nsubj obj advcl,variant
33,0,18,train-s10087,"[9, 1, 15]",False,advcl nsubj obj,variant
33,0,18,train-s10087,"[9, 15, 1]",False,advcl obj nsubj,variant
33,0,18,train-s10087,"[15, 1, 9]",False,obj nsubj advcl,variant
33,0,18,train-s10087,"[15, 9, 1]",False,obj advcl nsubj,variant
12,0,11,train-s10089,"[1, 8, 9]",True,iobj nsubj advmod,reference
12,0,11,train-s10089,"[9, 8, 1]",False,advmod nsubj iobj,variant
191,-1,59,train-s10102,"[8, 10, 11]",True,nsubj obl iobj,reference
191,-1,59,train-s10102,"[8, 11, 10]",False,nsubj iobj obl,variant
191,-1,59,train-s10102,"[10, 8, 11]",False,obl nsubj iobj,variant
191,-1,59,train-s10102,"[10, 11, 8]",False,obl iobj nsubj,variant
191,-1,59,train-s10102,"[11, 8, 10]",False,iobj nsubj obl,variant
191,-1,59,train-s10102,"[11, 10, 8]",False,iobj obl nsubj,variant
30,0,20,train-s10163,"[4, 7, 17]",True,nsubj iobj obj,reference
30,0,20,train-s10163,"[4, 17, 7]",False,nsubj obj iobj,variant
30,0,20,train-s10163,"[7, 4, 17]",False,iobj nsubj obj,variant
30,0,20,train-s10163,"[7, 17, 4]",False,iobj obj nsubj,variant
30,0,20,train-s10163,"[17, 4, 7]",False,obj nsubj iobj,variant
30,0,20,train-s10163,"[17, 7, 4]",False,obj iobj nsubj,variant
7,1,9,train-s10230,"[1, 5, 6]",True,nsubj obj compound,reference
7,1,9,train-s10230,"[5, 1, 6]",False,obj nsubj compound,variant
7,1,9,train-s10230,"[6, 1, 5]",False,compound nsubj obj,variant
7,1,9,train-s10230,"[6, 5, 1]",False,compound obj nsubj,variant
32,0,21,train-s10237,"[6, 17, 19]",True,nsubj obj compound,reference
32,0,21,train-s10237,"[17, 6, 19]",False,obj nsubj compound,variant
32,0,21,train-s10237,"[19, 6, 17]",False,compound nsubj obj,variant
32,0,21,train-s10237,"[19, 17, 6]",False,compound obj nsubj,variant
57,0,34,train-s10257,"[7, 26, 30]",True,nsubj advcl obj,reference
57,0,34,train-s10257,"[7, 30, 26]",False,nsubj obj advcl,variant
57,0,34,train-s10257,"[26, 7, 30]",False,advcl nsubj obj,variant
57,0,34,train-s10257,"[26, 30, 7]",False,advcl obj nsubj,variant
57,0,34,train-s10257,"[30, 7, 26]",False,obj nsubj advcl,variant
57,0,34,train-s10257,"[30, 26, 7]",False,obj advcl nsubj,variant
52,0,29,train-s10326,"[13, 16, 24]",True,nsubj obj obl,reference
52,0,29,train-s10326,"[13, 24, 16]",False,nsubj obl obj,variant
52,0,29,train-s10326,"[16, 13, 24]",False,obj nsubj obl,variant
52,0,29,train-s10326,"[16, 24, 13]",False,obj obl nsubj,variant
52,0,29,train-s10326,"[24, 13, 16]",False,obl nsubj obj,variant
52,0,29,train-s10326,"[24, 16, 13]",False,obl obj nsubj,variant
17,0,12,train-s10337,"[1, 3, 7]",True,nsubj obl obj,reference
17,0,12,train-s10337,"[1, 7, 3]",False,nsubj obj obl,variant
17,0,12,train-s10337,"[3, 1, 7]",False,obl nsubj obj,variant
17,0,12,train-s10337,"[3, 7, 1]",False,obl obj nsubj,variant
17,0,12,train-s10337,"[7, 1, 3]",False,obj nsubj obl,variant
17,0,12,train-s10337,"[7, 3, 1]",False,obj obl nsubj,variant
27,-1,20,train-s10362,"[1, 2, 4]",True,nsubj obj obl,reference
27,-1,20,train-s10362,"[1, 4, 2]",False,nsubj obl obj,variant
27,-1,20,train-s10362,"[2, 1, 4]",False,obj nsubj obl,variant
27,-1,20,train-s10362,"[2, 4, 1]",False,obj obl nsubj,variant
27,-1,20,train-s10362,"[4, 1, 2]",False,obl nsubj obj,variant
27,-1,20,train-s10362,"[4, 2, 1]",False,obl obj nsubj,variant
15,0,15,train-s10380,"[2, 3, 4]",True,nsubj advmod obl,reference
15,0,15,train-s10380,"[2, 4, 3]",False,nsubj obl advmod,variant
15,0,15,train-s10380,"[3, 4, 2]",False,advmod obl nsubj,variant
15,0,15,train-s10380,"[4, 3, 2]",False,obl advmod nsubj,variant
46,0,23,train-s10398,"[2, 3, 5]",True,nsubj obl compound,reference
46,0,23,train-s10398,"[2, 5, 3]",False,nsubj compound obl,variant
46,0,23,train-s10398,"[3, 5, 2]",False,obl compound nsubj,variant
46,0,23,train-s10398,"[5, 3, 2]",False,compound obl nsubj,variant
105,-1,37,train-s10401,"[1, 3, 5]",True,nsubj obl obl,reference
105,-1,37,train-s10401,"[1, 5, 3]",False,nsubj obl obl,variant
105,-1,37,train-s10401,"[3, 5, 1]",False,obl obl nsubj,variant
105,-1,37,train-s10401,"[5, 3, 1]",False,obl obl nsubj,variant
49,0,25,train-s10431,"[1, 9, 22]",True,nsubj advcl compound,reference
49,0,25,train-s10431,"[22, 9, 1]",False,compound advcl nsubj,variant
62,-1,25,train-s10437,"[3, 4, 5]",True,nsubj xcomp obl,reference
62,-1,25,train-s10437,"[3, 5, 4]",False,nsubj obl xcomp,variant
62,-1,25,train-s10437,"[4, 5, 3]",False,xcomp obl nsubj,variant
62,-1,25,train-s10437,"[5, 4, 3]",False,obl xcomp nsubj,variant
38,0,21,train-s10460,"[4, 10, 18]",True,nsubj obl obj,reference
38,0,21,train-s10460,"[4, 18, 10]",False,nsubj obj obl,variant
38,0,21,train-s10460,"[10, 4, 18]",False,obl nsubj obj,variant
38,0,21,train-s10460,"[10, 18, 4]",False,obl obj nsubj,variant
38,0,21,train-s10460,"[18, 4, 10]",False,obj nsubj obl,variant
38,0,21,train-s10460,"[18, 10, 4]",False,obj obl nsubj,variant
31,1,16,train-s10483,"[1, 2, 4]",True,nsubj obj compound,reference
31,1,16,train-s10483,"[2, 1, 4]",False,obj nsubj compound,variant
31,1,16,train-s10483,"[4, 1, 2]",False,compound nsubj obj,variant
31,1,16,train-s10483,"[4, 2, 1]",False,compound obj nsubj,variant
127,0,40,train-s10503,"[2, 6, 8]",True,nsubj obl compound,reference
127,0,40,train-s10503,"[2, 8, 6]",False,nsubj compound obl,variant
127,0,40,train-s10503,"[6, 8, 2]",False,obl compound nsubj,variant
127,0,40,train-s10503,"[8, 6, 2]",False,compound obl nsubj,variant
61,0,30,train-s10504,"[2, 10, 14]",True,nsubj advcl obl,reference
61,0,30,train-s10504,"[2, 14, 10]",False,nsubj obl advcl,variant
61,0,30,train-s10504,"[10, 14, 2]",False,advcl obl nsubj,variant
61,0,30,train-s10504,"[14, 10, 2]",False,obl advcl nsubj,variant
40,0,29,train-s10512,"[2, 23, 25]",True,nsubj obl compound,reference
40,0,29,train-s10512,"[2, 25, 23]",False,nsubj compound obl,variant
40,0,29,train-s10512,"[23, 25, 2]",False,obl compound nsubj,variant
40,0,29,train-s10512,"[25, 23, 2]",False,compound obl nsubj,variant
13,0,12,train-s10528,"[1, 6, 9]",True,nsubj advcl compound,reference
13,0,12,train-s10528,"[9, 6, 1]",False,compound advcl nsubj,variant
19,0,12,train-s10542,"[1, 3, 8]",True,nsubj obj acl,reference
19,0,12,train-s10542,"[3, 1, 8]",False,obj nsubj acl,variant
19,0,12,train-s10542,"[8, 1, 3]",False,acl nsubj obj,variant
19,0,12,train-s10542,"[8, 3, 1]",False,acl obj nsubj,variant
16,0,19,train-s10567,"[6, 14, 15]",True,obj nsubj advmod,reference
16,0,19,train-s10567,"[6, 15, 14]",False,obj advmod nsubj,variant
16,0,19,train-s10567,"[14, 6, 15]",False,nsubj obj advmod,variant
16,0,19,train-s10567,"[14, 15, 6]",False,nsubj advmod obj,variant
16,0,19,train-s10567,"[15, 6, 14]",False,advmod obj nsubj,variant
16,0,19,train-s10567,"[15, 14, 6]",False,advmod nsubj obj,variant
73,1,33,train-s10591,"[1, 22, 31]",True,nsubj obl compound,reference
73,1,33,train-s10591,"[1, 31, 22]",False,nsubj compound obl,variant
73,1,33,train-s10591,"[22, 31, 1]",False,obl compound nsubj,variant
73,1,33,train-s10591,"[31, 22, 1]",False,compound obl nsubj,variant
39,0,28,train-s10599,"[8, 14, 15]",True,nsubj obj compound,reference
39,0,28,train-s10599,"[14, 8, 15]",False,obj nsubj compound,variant
39,0,28,train-s10599,"[15, 8, 14]",False,compound nsubj obj,variant
39,0,28,train-s10599,"[15, 14, 8]",False,compound obj nsubj,variant
53,0,28,train-s10607,"[8, 10, 11]",True,nsubj obj xcomp,reference
53,0,28,train-s10607,"[8, 11, 10]",False,nsubj xcomp obj,variant
53,0,28,train-s10607,"[10, 11, 8]",False,obj xcomp nsubj,variant
53,0,28,train-s10607,"[11, 10, 8]",False,xcomp obj nsubj,variant
37,0,26,train-s10609,"[12, 13, 14]",True,nsubj advmod compound,reference
37,0,26,train-s10609,"[12, 14, 13]",False,nsubj compound advmod,variant
37,0,26,train-s10609,"[13, 14, 12]",False,advmod compound nsubj,variant
37,0,26,train-s10609,"[14, 13, 12]",False,compound advmod nsubj,variant
35,-1,20,train-s10618,"[3, 4, 5]",True,nsubj obj xcomp,reference
35,-1,20,train-s10618,"[3, 5, 4]",False,nsubj xcomp obj,variant
35,-1,20,train-s10618,"[4, 5, 3]",False,obj xcomp nsubj,variant
35,-1,20,train-s10618,"[5, 4, 3]",False,xcomp obj nsubj,variant
9,0,12,train-s10625,"[2, 7, 8]",True,nsubj obj compound,reference
9,0,12,train-s10625,"[7, 2, 8]",False,obj nsubj compound,variant
9,0,12,train-s10625,"[8, 2, 7]",False,compound nsubj obj,variant
9,0,12,train-s10625,"[8, 7, 2]",False,compound obj nsubj,variant
19,0,13,train-s10629,"[1, 2, 4]",True,nsubj obj compound,reference
19,0,13,train-s10629,"[2, 1, 4]",False,obj nsubj compound,variant
19,0,13,train-s10629,"[4, 1, 2]",False,compound nsubj obj,variant
19,0,13,train-s10629,"[4, 2, 1]",False,compound obj nsubj,variant
28,0,21,train-s10642,"[6, 13, 18]",True,nsubj advcl obj,reference
28,0,21,train-s10642,"[6, 18, 13]",False,nsubj obj advcl,variant
28,0,21,train-s10642,"[13, 6, 18]",False,advcl nsubj obj,variant
28,0,21,train-s10642,"[13, 18, 6]",False,advcl obj nsubj,variant
28,0,21,train-s10642,"[18, 6, 13]",False,obj nsubj advcl,variant
28,0,21,train-s10642,"[18, 13, 6]",False,obj advcl nsubj,variant
57,0,25,train-s10643,"[1, 3, 21]",True,nsubj obl obj,reference
57,0,25,train-s10643,"[1, 21, 3]",False,nsubj obj obl,variant
57,0,25,train-s10643,"[3, 1, 21]",False,obl nsubj obj,variant
57,0,25,train-s10643,"[3, 21, 1]",False,obl obj nsubj,variant
57,0,25,train-s10643,"[21, 1, 3]",False,obj nsubj obl,variant
57,0,25,train-s10643,"[21, 3, 1]",False,obj obl nsubj,variant
33,-1,22,train-s10652,"[9, 10, 12]",True,obj nsubj advcl,reference
33,-1,22,train-s10652,"[9, 12, 10]",False,obj advcl nsubj,variant
33,-1,22,train-s10652,"[10, 9, 12]",False,nsubj obj advcl,variant
33,-1,22,train-s10652,"[10, 12, 9]",False,nsubj advcl obj,variant
33,-1,22,train-s10652,"[12, 9, 10]",False,advcl obj nsubj,variant
33,-1,22,train-s10652,"[12, 10, 9]",False,advcl nsubj obj,variant
21,1,17,train-s10667,"[1, 4, 7]",True,obj obl compound,reference
21,1,17,train-s10667,"[7, 4, 1]",False,compound obl obj,variant
32,0,21,train-s10683,"[1, 13, 18]",True,nsubj advcl compound,reference
32,0,21,train-s10683,"[18, 13, 1]",False,compound advcl nsubj,variant
30,0,24,train-s10699,"[8, 14, 22]",True,nsubj obl compound,reference
30,0,24,train-s10699,"[8, 22, 14]",False,nsubj compound obl,variant
30,0,24,train-s10699,"[14, 22, 8]",False,obl compound nsubj,variant
30,0,24,train-s10699,"[22, 14, 8]",False,compound obl nsubj,variant
12,-1,16,train-s10732,"[2, 5, 6]",True,nsubj obj compound,reference
12,-1,16,train-s10732,"[5, 2, 6]",False,obj nsubj compound,variant
12,-1,16,train-s10732,"[6, 2, 5]",False,compound nsubj obj,variant
12,-1,16,train-s10732,"[6, 5, 2]",False,compound obj nsubj,variant
61,0,28,train-s10742,"[1, 3, 5]",True,iobj obl nsubj,reference
61,0,28,train-s10742,"[1, 5, 3]",False,iobj nsubj obl,variant
61,0,28,train-s10742,"[3, 1, 5]",False,obl iobj nsubj,variant
61,0,28,train-s10742,"[3, 5, 1]",False,obl nsubj iobj,variant
61,0,28,train-s10742,"[5, 1, 3]",False,nsubj iobj obl,variant
61,0,28,train-s10742,"[5, 3, 1]",False,nsubj obl iobj,variant
56,0,28,train-s10753,"[1, 12, 14]",True,nsubj obl compound,reference
56,0,28,train-s10753,"[1, 14, 12]",False,nsubj compound obl,variant
56,0,28,train-s10753,"[12, 14, 1]",False,obl compound nsubj,variant
56,0,28,train-s10753,"[14, 12, 1]",False,compound obl nsubj,variant
68,0,34,train-s10760,"[13, 18, 31]",True,nsubj iobj compound,reference
68,0,34,train-s10760,"[18, 13, 31]",False,iobj nsubj compound,variant
68,0,34,train-s10760,"[31, 13, 18]",False,compound nsubj iobj,variant
68,0,34,train-s10760,"[31, 18, 13]",False,compound iobj nsubj,variant
243,0,60,train-s10762,"[11, 13, 15]",True,nsubj obl obl,reference
243,0,60,train-s10762,"[11, 15, 13]",False,nsubj obl obl,variant
243,0,60,train-s10762,"[13, 15, 11]",False,obl obl nsubj,variant
243,0,60,train-s10762,"[15, 13, 11]",False,obl obl nsubj,variant
32,0,19,train-s10823,"[1, 7, 15]",True,nsubj obl obj,reference
32,0,19,train-s10823,"[1, 15, 7]",False,nsubj obj obl,variant
32,0,19,train-s10823,"[7, 1, 15]",False,obl nsubj obj,variant
32,0,19,train-s10823,"[7, 15, 1]",False,obl obj nsubj,variant
32,0,19,train-s10823,"[15, 1, 7]",False,obj nsubj obl,variant
32,0,19,train-s10823,"[15, 7, 1]",False,obj obl nsubj,variant
21,0,18,train-s10868,"[2, 11, 14]",True,nsubj obj compound,reference
21,0,18,train-s10868,"[11, 2, 14]",False,obj nsubj compound,variant
21,0,18,train-s10868,"[14, 2, 11]",False,compound nsubj obj,variant
21,0,18,train-s10868,"[14, 11, 2]",False,compound obj nsubj,variant
41,0,24,train-s10875,"[4, 8, 10]",True,nsubj advcl compound,reference
41,0,24,train-s10875,"[10, 8, 4]",False,compound advcl nsubj,variant
8,0,11,train-s10881,"[2, 6, 7]",True,nsubj obj compound,reference
8,0,11,train-s10881,"[6, 2, 7]",False,obj nsubj compound,variant
8,0,11,train-s10881,"[7, 2, 6]",False,compound nsubj obj,variant
8,0,11,train-s10881,"[7, 6, 2]",False,compound obj nsubj,variant
16,0,12,train-s10886,"[1, 3, 9]",True,nsubj obj advcl,reference
16,0,12,train-s10886,"[1, 9, 3]",False,nsubj advcl obj,variant
16,0,12,train-s10886,"[3, 1, 9]",False,obj nsubj advcl,variant
16,0,12,train-s10886,"[3, 9, 1]",False,obj advcl nsubj,variant
16,0,12,train-s10886,"[9, 1, 3]",False,advcl nsubj obj,variant
16,0,12,train-s10886,"[9, 3, 1]",False,advcl obj nsubj,variant
31,0,18,train-s10893,"[1, 6, 14]",True,nsubj advcl obl,reference
31,0,18,train-s10893,"[1, 14, 6]",False,nsubj obl advcl,variant
31,0,18,train-s10893,"[6, 14, 1]",False,advcl obl nsubj,variant
31,0,18,train-s10893,"[14, 6, 1]",False,obl advcl nsubj,variant
4,0,7,train-s10894,"[1, 3, 4]",True,nsubj advcl advcl,reference
4,0,7,train-s10894,"[1, 4, 3]",False,nsubj advcl advcl,variant
4,0,7,train-s10894,"[3, 4, 1]",False,advcl advcl nsubj,variant
4,0,7,train-s10894,"[4, 3, 1]",False,advcl advcl nsubj,variant
58,-1,29,train-s10895,"[3, 8, 9]",True,nsubj obl compound,reference
58,-1,29,train-s10895,"[3, 9, 8]",False,nsubj compound obl,variant
58,-1,29,train-s10895,"[8, 9, 3]",False,obl compound nsubj,variant
58,-1,29,train-s10895,"[9, 8, 3]",False,compound obl nsubj,variant
80,0,30,train-s10911,"[2, 5, 7]",True,nsubj iobj obl,reference
80,0,30,train-s10911,"[2, 7, 5]",False,nsubj obl iobj,variant
80,0,30,train-s10911,"[5, 2, 7]",False,iobj nsubj obl,variant
80,0,30,train-s10911,"[5, 7, 2]",False,iobj obl nsubj,variant
80,0,30,train-s10911,"[7, 2, 5]",False,obl nsubj iobj,variant
80,0,30,train-s10911,"[7, 5, 2]",False,obl iobj nsubj,variant
9,0,10,train-s10918,"[2, 5, 6]",True,nsubj obj compound,reference
9,0,10,train-s10918,"[5, 2, 6]",False,obj nsubj compound,variant
9,0,10,train-s10918,"[6, 2, 5]",False,compound nsubj obj,variant
9,0,10,train-s10918,"[6, 5, 2]",False,compound obj nsubj,variant
41,0,24,train-s10928,"[2, 4, 7]",True,nsubj obl compound,reference
41,0,24,train-s10928,"[2, 7, 4]",False,nsubj compound obl,variant
41,0,24,train-s10928,"[4, 7, 2]",False,obl compound nsubj,variant
41,0,24,train-s10928,"[7, 4, 2]",False,compound obl nsubj,variant
17,0,12,train-s10935,"[2, 4, 9]",True,obj nsubj iobj,reference
17,0,12,train-s10935,"[2, 9, 4]",False,obj iobj nsubj,variant
17,0,12,train-s10935,"[4, 2, 9]",False,nsubj obj iobj,variant
17,0,12,train-s10935,"[4, 9, 2]",False,nsubj iobj obj,variant
17,0,12,train-s10935,"[9, 2, 4]",False,iobj obj nsubj,variant
17,0,12,train-s10935,"[9, 4, 2]",False,iobj nsubj obj,variant
34,0,19,train-s10954,"[1, 3, 16]",True,nsubj obl obj,reference
34,0,19,train-s10954,"[1, 16, 3]",False,nsubj obj obl,variant
34,0,19,train-s10954,"[3, 1, 16]",False,obl nsubj obj,variant
34,0,19,train-s10954,"[3, 16, 1]",False,obl obj nsubj,variant
34,0,19,train-s10954,"[16, 1, 3]",False,obj nsubj obl,variant
34,0,19,train-s10954,"[16, 3, 1]",False,obj obl nsubj,variant
68,0,31,train-s10996,"[1, 15, 18]",True,nsubj advcl obl,reference
68,0,31,train-s10996,"[1, 18, 15]",False,nsubj obl advcl,variant
68,0,31,train-s10996,"[15, 18, 1]",False,advcl obl nsubj,variant
68,0,31,train-s10996,"[18, 15, 1]",False,obl advcl nsubj,variant
23,0,14,train-s11004,"[1, 2, 7]",True,nsubj advmod nmod,reference
23,0,14,train-s11004,"[7, 2, 1]",False,nmod advmod nsubj,variant
93,0,45,train-s11007,"[5, 6, 11]",True,nsubj advmod nmod,reference
93,0,45,train-s11007,"[11, 6, 5]",False,nmod advmod nsubj,variant
19,0,15,train-s11010,"[2, 11, 13]",True,nsubj iobj compound,reference
19,0,15,train-s11010,"[11, 2, 13]",False,iobj nsubj compound,variant
19,0,15,train-s11010,"[13, 2, 11]",False,compound nsubj iobj,variant
19,0,15,train-s11010,"[13, 11, 2]",False,compound iobj nsubj,variant
10,1,13,train-s11021,"[1, 4, 5]",True,iobj nsubj xcomp,reference
10,1,13,train-s11021,"[4, 1, 5]",False,nsubj iobj xcomp,variant
10,1,13,train-s11021,"[5, 1, 4]",False,xcomp iobj nsubj,variant
10,1,13,train-s11021,"[5, 4, 1]",False,xcomp nsubj iobj,variant
93,0,36,train-s11045,"[25, 27, 30]",True,nsubj obj obl,reference
93,0,36,train-s11045,"[25, 30, 27]",False,nsubj obl obj,variant
93,0,36,train-s11045,"[27, 25, 30]",False,obj nsubj obl,variant
93,0,36,train-s11045,"[27, 30, 25]",False,obj obl nsubj,variant
93,0,36,train-s11045,"[30, 25, 27]",False,obl nsubj obj,variant
93,0,36,train-s11045,"[30, 27, 25]",False,obl obj nsubj,variant
22,0,16,train-s11071,"[2, 8, 13]",True,nsubj obl obj,reference
22,0,16,train-s11071,"[2, 13, 8]",False,nsubj obj obl,variant
22,0,16,train-s11071,"[8, 2, 13]",False,obl nsubj obj,variant
22,0,16,train-s11071,"[8, 13, 2]",False,obl obj nsubj,variant
22,0,16,train-s11071,"[13, 2, 8]",False,obj nsubj obl,variant
22,0,16,train-s11071,"[13, 8, 2]",False,obj obl nsubj,variant
11,0,13,train-s11114,"[4, 7, 10]",True,nsubj advcl obj,reference
11,0,13,train-s11114,"[4, 10, 7]",False,nsubj obj advcl,variant
11,0,13,train-s11114,"[7, 4, 10]",False,advcl nsubj obj,variant
11,0,13,train-s11114,"[7, 10, 4]",False,advcl obj nsubj,variant
11,0,13,train-s11114,"[10, 4, 7]",False,obj nsubj advcl,variant
11,0,13,train-s11114,"[10, 7, 4]",False,obj advcl nsubj,variant
44,0,21,train-s11135,"[1, 14, 17]",True,nsubj obl obj,reference
44,0,21,train-s11135,"[1, 17, 14]",False,nsubj obj obl,variant
44,0,21,train-s11135,"[14, 1, 17]",False,obl nsubj obj,variant
44,0,21,train-s11135,"[14, 17, 1]",False,obl obj nsubj,variant
44,0,21,train-s11135,"[17, 1, 14]",False,obj nsubj obl,variant
44,0,21,train-s11135,"[17, 14, 1]",False,obj obl nsubj,variant
35,1,15,train-s11142,"[1, 2, 11]",True,nsubj iobj advcl,reference
35,1,15,train-s11142,"[1, 11, 2]",False,nsubj advcl iobj,variant
35,1,15,train-s11142,"[2, 11, 1]",False,iobj advcl nsubj,variant
35,1,15,train-s11142,"[11, 2, 1]",False,advcl iobj nsubj,variant
79,0,37,train-s11164,"[2, 8, 9]",True,nsubj obj advmod,reference
79,0,37,train-s11164,"[2, 9, 8]",False,nsubj advmod obj,variant
79,0,37,train-s11164,"[8, 2, 9]",False,obj nsubj advmod,variant
79,0,37,train-s11164,"[8, 9, 2]",False,obj advmod nsubj,variant
79,0,37,train-s11164,"[9, 2, 8]",False,advmod nsubj obj,variant
79,0,37,train-s11164,"[9, 8, 2]",False,advmod obj nsubj,variant
66,0,33,train-s11167,"[5, 11, 12]",True,nsubj compound obl,reference
66,0,33,train-s11167,"[5, 12, 11]",False,nsubj obl compound,variant
66,0,33,train-s11167,"[11, 12, 5]",False,compound obl nsubj,variant
66,0,33,train-s11167,"[12, 11, 5]",False,obl compound nsubj,variant
62,0,29,train-s11170,"[1, 5, 8]",True,nsubj nmod amod,reference
62,0,29,train-s11170,"[8, 5, 1]",False,amod nmod nsubj,variant
72,0,28,train-s11172,"[3, 5, 7]",True,nsubj obl det,reference
72,0,28,train-s11172,"[7, 5, 3]",False,det obl nsubj,variant
50,1,21,train-s11217,"[1, 4, 18]",True,nsubj obj compound,reference
50,1,21,train-s11217,"[4, 1, 18]",False,obj nsubj compound,variant
50,1,21,train-s11217,"[18, 1, 4]",False,compound nsubj obj,variant
50,1,21,train-s11217,"[18, 4, 1]",False,compound obj nsubj,variant
13,0,11,train-s11233,"[1, 7, 9]",True,nsubj iobj obj,reference
13,0,11,train-s11233,"[1, 9, 7]",False,nsubj obj iobj,variant
13,0,11,train-s11233,"[7, 1, 9]",False,iobj nsubj obj,variant
13,0,11,train-s11233,"[7, 9, 1]",False,iobj obj nsubj,variant
13,0,11,train-s11233,"[9, 1, 7]",False,obj nsubj iobj,variant
13,0,11,train-s11233,"[9, 7, 1]",False,obj iobj nsubj,variant
94,1,37,train-s11236,"[1, 5, 8]",True,nsubj obl compound,reference
94,1,37,train-s11236,"[1, 8, 5]",False,nsubj compound obl,variant
94,1,37,train-s11236,"[5, 8, 1]",False,obl compound nsubj,variant
94,1,37,train-s11236,"[8, 5, 1]",False,compound obl nsubj,variant
36,1,17,train-s11238,"[1, 3, 13]",True,nsubj obl obj,reference
36,1,17,train-s11238,"[1, 13, 3]",False,nsubj obj obl,variant
36,1,17,train-s11238,"[3, 1, 13]",False,obl nsubj obj,variant
36,1,17,train-s11238,"[3, 13, 1]",False,obl obj nsubj,variant
36,1,17,train-s11238,"[13, 1, 3]",False,obj nsubj obl,variant
36,1,17,train-s11238,"[13, 3, 1]",False,obj obl nsubj,variant
43,0,19,train-s11246,"[1, 9, 17]",True,nsubj obl compound,reference
43,0,19,train-s11246,"[1, 17, 9]",False,nsubj compound obl,variant
43,0,19,train-s11246,"[9, 17, 1]",False,obl compound nsubj,variant
43,0,19,train-s11246,"[17, 9, 1]",False,compound obl nsubj,variant
6,-1,9,train-s11287,"[2, 4, 6]",True,nsubj obl obj,reference
6,-1,9,train-s11287,"[2, 6, 4]",False,nsubj obj obl,variant
6,-1,9,train-s11287,"[4, 2, 6]",False,obl nsubj obj,variant
6,-1,9,train-s11287,"[4, 6, 2]",False,obl obj nsubj,variant
6,-1,9,train-s11287,"[6, 2, 4]",False,obj nsubj obl,variant
6,-1,9,train-s11287,"[6, 4, 2]",False,obj obl nsubj,variant
12,0,13,train-s11301,"[4, 9, 10]",True,nsubj obj iobj,reference
